answer,r_pred,f_pred,cross_pred,review
2,0,2,2,"I really do not know why I play or like this game :) I have a demanding job with idiot clients, fool bosses and problems all the time in real life. What I do in this game is just enjoy scenery and complete tasks, get paid. My mind is at peace with this game.

Life is already hard enough and I closed all the realistic stuff: fines, speed limiter, manual gear etc. I ran through red lights, speed when possible, life is all the moments you enjoy yourself"
2,0,2,2,"its a decent game myself and others enjoy playing the game
but,
It seems that lately who ever is in charge of Informational update postings section when steam users follow a game and its update postings, The company tends to delete peoples posts on feedback regarding those game updates people select follow on, 
even though those people including myself has given good compliments to the company.
several people have already questioned to the company as to why their post have been deleted. 
I myself asked that question as well,
as I also found out, that my posts responses have been deleted as well, even though I was giving them a compliments.
and I also stated to them that I have given a compliment and wondered why my post have been deleted by who ever is incharge.
1 hour later yet again for the 4th time, My post along with those asking the same which have been MANY have been deleted yet again.
It would seem that if you are not giving 100%+ or more horays on a post, your post will be deleted instantly by who ever is incharge even if you are giving a compliment.
Not cool at all."
2,0,2,2,"My original review was at 145 hours, I'm sitting at 820 now and my opinion hasn't changed.

It's a great game that still gets updated after all these years. It has a bunch of trucks, trailers and most importantly mods. 
If you like trucks, simulators and driving get this game. It's only 5? on sale, and if you can I'd recommend you buy every map expansion (On sale ofc) because the base game countries/cities do look depressing when you compare them to DLC countries.

All in all it's a 10/10."
2,0,2,2,Bad game everytime i launch it it keeps crashing WHY???????????????
2,0,2,2,"Jack won't buy this game for Åí3.74 because he's a stingy cunt. I have only bought cosmetic DLC for my Scania wankmobile and I'm satisfied, bought the game for full price too, don't know what his problem is

Edit: An absolute legend gifted it him so now we get to bully him on TruckersMP"
2,0,2,2,"It's super fun to play this game with a Thrustmaster steering wheel and pedals. Sadly the AI is dumb as bricks. They don't react to your blinkers and don't abide traffic rules. They have a destination and drive when they want and where they want. Right first, traffic lights or blinkers mean nothing to them and they love ramming into your acid filled container.

Despite the AI I recommend the game!"
2,0,2,2,"After all these years of developing truck driving games, SCS still makes shovelware. I can't bring myself to outright praise them yet. The game engine shows its age with mediocre lighting, low draw distance and noticeable pop-in, no matter how much you crank up the settings. Also in some places you will get FPS dips and stutters (even on a high-end pc). But, to be fair, since its first release, ETS 2 had come a long way and reached a level where it's entertaining and varied enough to make you wanna ignore its shortcomings and keep coming back to it. And it's slowly getting better with each map expansion."
2,1,1,1,"Serious driving game where you have to use a truck to transport freight from one place to another. Basically that's all. You can also improve your truck but apart from the engine, the rest are just visual improvements. There are no explanations about them so it's like trial end error. You can also hire drivers to drive your trucks but again, that's all. They drive for you and earn money for your company. Overall, it's just a well designed truck driving simulator; they tried to include managing options for trucks and deliver companies but in my opinion those are not well implemented. If you like or are curious about driving a truck, this game is a good option to start with."
2,1,1,2,"After driving an impressive 98'000km in game. Being a veteran trucker adds more fun to the game as you begin to understand the fundementals of it all and you become a better player at completing missions and getting out of tricky situations.
The only bad point that needs mentioning: I have found myself, more than once, stuck at a highway intersection (Under a bridge) with nowhere to go due to traffic lodged up from all directions and not being able to move at all. I had to carefully squeeze between the vehicles and the hill, knocking over a roadsign, just to get out of there. The only problem was that I had to do a U-Turn on a tight road, with a long trailer, to be able to get on the correct on-ramp and that caused some damage to the truck and trailer.

Other that that, everything feels real. You feel the difference when you're without a trailer and when you're with trailers of different types and wheight causing different driving techniques. Some trailers allow aggresive driving while others don't. You even have the option to hire drivers that bring you extra income while they drive missions for your ever expanding business.

In short, it's a great game for anybody who loves driving and loves a good simulation. Missions of all types allow you to do a short mission if you don't have plenty time or save in the middle of a long mission and come back to it at a later stage. The autosave function also comes in handy in case there's suddenly a power cut. True story XD"
2,1,1,2,Best simulator game I've ever played. I recommend to everybody this game but one suggestion. Please be careful with driving in multiplayer and don't speed 24/7. Oh and one more thing when you see trukish people then just drive as fast as you can :D.
2,1,1,2,"This game... how should i start. First of all, the game is great fun. Big World, lots of roads and cities. Secondly, all standart trucks are already great trucks, every standart truck is licensed and is very configurable. 
The modding communtiy is unbelieveable big, if you get bored with your standart truck and map, you can download tons of stuff, from a russian map to tons of trucks and more things you can put on your truck. Nearly everything is possible, have seen trailers with tanks on it. But not every mod is compatible with another mod, it crashes from time to time, you just gotta figure out wich mod the crash causes.
But, speaking of mods, there is a thing called ETS2MP which is, yeah you guessed it right, a multiplayer version of the game. There are already thausands of people playing the multiplayer verison, I am one of them and can say it's really great.
All in all, I fully recommend this game for everyone wh searches a bit of relaxing gameplay, or for everyone who likes ""drive"" games.
I'm sorry for any grammar mistakes, english is not my first language."
2,2,0,0,f
2,2,0,0,"One does not simply stopping a truck running 150 km/h

10/10 would mess up the traffic again"
2,2,0,0,Sometimes angry people. sometimes funny people. 11/10 I crash into every angry person
2,2,0,0,highly reccomended
2,2,0,0,fcxncvgbhn
2,2,0,0,Tipped my truck on it's side doing 90 round a corner. Totally worth it. 10/10
2,2,0,1,.
2,2,0,1,.
2,2,0,1,???
2,2,0,1,.
2,2,0,1,a
2,2,0,1,.
2,2,0,1,.
2,2,0,2,yes
2,2,0,2,on the road again
2,2,0,2,"fajna gra 10/10
polecam kupic beyond the baltic sea
"
2,2,0,2,gg
2,2,0,2,"Great graphics, runs smooth, no bugs and is a realistic simulation. Perhaps the best simulator on steam."
2,2,0,2,idc
2,2,0,2,"Sometimes it's quite boring, but generaly it's good. 9,999999999999999999999/10."
2,2,0,2,da
2,2,0,2,fajne
2,2,0,2,#NAME?
2,2,0,2,I still can't stop.
2,2,0,2,Very realistic. I crashed into a wall immediately.
2,2,0,2,very gud very gud
2,2,0,2,pretty sick
2,2,0,2,gold
2,2,0,2,dsf
2,2,0,2,"You take an order, drive a big semi a very long way, drop off the freight, and repeat. Would Drive a semi again 10/10."
2,2,0,2,"W&W
HARDWELL
LIL JON
EVERYBODY @arminvanbuuren"
2,2,1,1,"Great realistic game of transporting goods over Europe! Weather can affect your driving, you need to keep up on fueling the truck and taking rest breaks on long hauls. Allows you to purchase trucks, drivers and garages to grow your business. Fun game!"
2,2,1,1,"I bought this game for my little brother. I end up playing more hours than he did.

Everything is nice, awesome control varieties, graphics is descent for a simulator, listen to your favourite radio stations while trucking.

The Multiplayer mod adds so much fun to the game! Since it can get a bit lonely driving for hours down the road.

(*ADDED IN!) The only thing I'd hope they add in is an FOV adjustment, and that more road scenarios like, cars broken down and accidents of other vehicles.

If you're looking to spend time on relaxing and slow paced games, this is the one for it."
2,2,1,1,Need more realistic on this game !
2,2,1,1,Great graphics and there is always something new being added to the game.
2,2,1,1,"This is very good game thx for the game.
"
2,2,1,1,"Incredibly addictive game. I found that out after I realised I played 28 hours in two days :O Anyway I have always been aware of SCS games and played Hard Truck and 18WOS back in the day and the other ""simulators"" (UK,GER,ETS1). They were ok but lacked somthing in my opinion. SCS have really nailed it with ETS2 by bringing the managment side into the game. I very much like transport managment and driving games and this combines the two. SCS have announced American Truck Simulator, I hope they keep the managment mode and build on it. Maybe more in depth managment, maybe competiors? With the release of WOT Alpha maybe they can add a multiplayer aspect where your freinds can join your company as drivers vise versa. That would be incredible. 

Another great feature is the internet radio built in. Listen to live music from across Europe :D

Anyway fantastic game. Im going back to do some more miles while listning to Radio Metal FR \m/

Mods are fantastic additions to the game but money mod and xp mod users are lame! Play properly!

WE NEED HGV CLASS 2 RIGID BODY TRUCKS!!!"
2,2,1,2,Most relaxing game in the game
2,2,1,2,"This is probably if not the best then one of the best driving sims our there!  Almost an endless amount of things to do including free roam, in game jobs, and world of trucks jobs (if you link your profile).  Choose from a variety of truck manufacturers and customize your truck with different acessories, paint jobs, body styles, motors, transmissions and so much more! Stright up 10/10, no strings attached!"
2,2,1,2,Peaceful stress reliever :3
2,2,1,2,This is perfect game simulator of Trucks! :)
2,2,1,2,"This is a game that's very easy to glance at and write off as being some sort of weird, boring niche product. It's a game about driving trucks around, and to a lot of people that's not going to sound like riveting gameplay. You should really give it a shot, though. This is a truly fantastic game.

There's sort of two sides to Euro Truck, both of which are really well-executed. On the one side, it's a driving sim - you just cruise the highways of Europe, night and day, rain or shine. It's peaceful, cathartic even. On the other hand, it's basically an RPG, with levels, unlockable upgrades, etc. For me, it presses all the same mental buttons as progression systems in a grindy JRPG do.

You really have no excuse not to give Euro Truck a shot. It's frequently on sale for under $10, and chances are high you'll end up having a bunch of fun. Two years on, the visuals are starting to show their age a bit, but that's really the only complaint to be made about this game."
2,2,1,2,"Surprisingly, this game is nowhere near as boring as it looks and sounds. If they still had demos, you'd realize what I mean. Since you can stream internet radio into the game, it's a great way to catch up on the news or listen to podcasts in a somewhat relaxing environment. Not having driven anything larger than a box truck, I can't say how accurate the simulation is, but I can say it's not realistic, simply because all the trucks feel the same. Upgrading the engine makes it accelerate faster, and there are a few different chassis configurations, but the feel is barely impacted.

If you come at this game expecting a ""king of the road"" experience, like the blurb claims, you'll be disappointed. Even if you did feel like king of the road, your subjects (the other cars) have no personality or purpose other than to serve as obstacles. The way to think of this game is as a sort of zen-like experience. Once you get on the highway, turn on your favourite radio or podcast, and begin to relax, you'll see why I've spent over 100 hours pretending to drive shipments of toys around fake Europe."
2,2,1,2,"Unlike many of the other simulators out there, Euro Truck Sim 2 is incredibly well made, polished, and enjoyable. There is actually gameplay that leads to an endgame, which is rather rare for simulations. On top of that, The amount of customization for the vehicles and your shipping empire are numerous."
2,2,1,2,good game and simulator
2,2,1,2,"Miles of the asphalt in front and in back makes you feel like you really are a truck driver on the route to almost all capital and big cities of the heart of the world, Europe. Everyone should have to try it and meet some unexpected road situations on his path from Ostrava to NewCastle Upon Tyne."
2,2,1,2,"An interesting, fun and extensive game.
Never gets boring! Great for people that love playing simulators as it closely mirrors the actual every-day life of a truck driver. Get jobs, deliver loads, manage your trucking company and even more! Endless possibilities and amounts of fun."
2,2,1,2,Very Relaxing Game
2,2,1,2,"There's nothing like sitting back, filling your bottom lip with tobacco, and hauling 13 tons of equipment across europe with the radio on."
2,2,1,2,cool game
2,2,1,2,realy relaxing game
2,2,1,2,A great game with a great community behind it. Has good map expansion DLC's. Highly recommended.
2,2,1,2,"A great game to kill time and relax.
It will way more fun if you playing in multiplayer.
But be careful when driving ;)"
2,2,1,2,fun chill game.
2,2,1,2,its  very much better than the new x box version of a truck game ...actualy its top notch tbh
2,2,1,2,"This was a very beautiful game and it made me very emotional because the landscapes were hyper-realistic and breath taking. I love being a trucker and driving the truck around for countless hours on end, However i disagree with the lack of representivity of the Black and LGBTQII++ community.

This game is multiple times better than the modern day teen-addicting games such as Minecraft and Crush Crush because it teaches a valuable lesson. ""truckers are tough men""

This simulator felt more like a stimulator because it made me feel in control and i was able to play for hours on end, unlike in real life where i am not in control and don't last long with the mrs.

I felt racially targeted by the police that gave me speeding tickets, even though it is a computerized system, it still felt wrong and immoral.

It is a shame that one must purchase a truck before freely driving around without the need to do a job, however this adds to the realistic effect."
2,2,1,2,"It's all in the title, really. Just some relaxing trucking with lite crew management elements and stuff, but that doesn't really matter, you're here for the trucking, and trucking you shall receive!"
2,2,1,2,"A fantastic simulator, that only continues to get better as you play it.

Definitely a very zen game at times, especially with longer trips. Add a good podcast or music playlist to the mix and its perfection.

And with the vast array of DLCs, as well as steam workshop content, you can add endless hours of content on top of the base game itself.

10/10"
2,2,1,2,Fun game. Relaxing. Feels like work sometimes. Better with a steering wheel. graphics are well the games was released in 2012.
2,2,1,2,"awesome game with new updates and also fun in this game
"
2,2,1,2,"Relaxing in a weird way. Repetitive both in gameplay (you literally just accept contracts, drive for 30 real minutes at least, and repeat, with a little tycoon management thrown in) and road patterns, but that doesn't actually take away from the game. It's great as is, there's just room for more but it's still perfectly acceptable without anything else added to the game."
2,2,1,2,"8/10

Pros:
-Relaxing graphics
-Ability to use online radio stations during driving
-Interface very user friendly
-Economic and managing aspect

Cons:
-Towns/Sceneries look pretty much the same
-Resource-eating for what the graphics are

In general I'm neutral to good about this game. I wouldn't recommend it but I would tell you that if you like driving you will <3 this."
2,2,1,2,"Absolutly fantastic Game. Lots of great content, and great extendability of gameplay of new areas to explore. Couple this with Truckers MP and you have a great sim. All steering wheels and Shifters add enormously to the gameplay. 5 out of 5.

FTG"
2,2,1,2,https://www.youtube.com/watch?v=AaEX6sUEvjo
2,2,1,2,Good game. AI is better than previously
2,2,1,2,Good fun and relaxing
2,2,1,2,Great Sim for truck but also just a way to relive stress and relax.
2,2,1,2,very cool
2,2,1,2,Amazing game
2,2,1,2,REALLY GOOD AND WORTH SPENDING TONS OF TIME PLAYING
2,2,1,2,The game feels immersive and I find it very relaxing to drive long distances and visit all the different countries.
2,2,1,2,It is a fun and relaxing game driving your truck through europe.
2,2,1,2,"The game maybe straight up boring at first but the way you can drive through multiple routes to get to a delivery point and how you drive makes it a worthwhile to play. Overall, it's an amazing game"
2,2,1,2,Time Killer.
2,2,1,2,Vey relaxing and chill game. If you have too much free time it is a really good choice.  Don't drink and drive! (You may take too risky actions and pay for damages) :D
2,2,1,2,"Never been to any European country so i had to rely on playing this game or watch pictures. 


Better than google's street view/10"
2,2,1,2,"This is one of those games that surprise you - I thought that I would never be interested in a game about truck driving - and here I am after several years and over 200 hours in-game (and almost the same in American Truck Simulator). 

This is a great, relaxing game, and if you invest in a good steering wheel - it's even more revarding. Over the years SCS Software added a lot of new contenct (both a free updates and also as paid DLC's) and the game is still in development. 

A wide range of countries, cities and trucks makes it a great game for truck fans and gamers searching for a relaxing title. I usualy listen to podcasts or audiobooks while driving and it works really well."
2,2,1,2,very epic lol funny
2,2,1,2,The graphics are insane the quality of the game maps roads is just unique and fantastic I really love it and with mods you can even play it with Multiplayer. Thank you for this awesome game.
2,2,1,2,"Amazing game. Always updated and the modding community is huuge, and its a great addition to the game as you get some fun and must have items on the workshop. a MUST game if you love trucks and driving :D"
2,2,1,2,"nice simulation game
"
2,2,1,2,"this is the best game i have played, it makes you feel like you are in the trucks. you find new countries improve your driving as well you can buy garages,truck and trailers you can also hire people for your company so you can earn double the money i think this is the best game I've played on PC. 
"
2,2,1,2,"The game is awesome.
Its fun to explore new towns, new trucks, but DLC's and have fun with your friends. Create convoys and have fun with other people all around the world, the game must be played."
2,2,1,2,this game is awesome it is really realistic and one of the most best graphics i have ever seen in a pc simulation
2,2,1,2,"Not for the hardcore gamers as the title suggests, but this game is possibly the best way of relaxing perhaps with some music in e background. 

Graphics - 9/10 (is comparable to Battlefield 3 when on max graphics)
Gameplay - 9/10 (a few movement glitches but otherwise outstanding)
Sound - 5/10 (suits the game but becomes repetitive and annoying)
Overall - 8/10"
2,2,1,2,Driving a truck but much cooler
2,2,1,2," So Chilling and relaxing experience for me. The game looks awesome and plays just the same way. IÅLm playing with and Xbox one controller and, although I thing the full experience would be playing with a wheel and pedals, with the controller and keyboards you have everything you need.

You star as a driver, working for hire until you earn enough to buy your own Truck and start making you own deliveries and more money. I still have a lot to play, I did not buy a trailer yet nor have I got an employee driving for my company. But that thing are what motivates me to keep playing and making deliveries.
The skill tree works very well with the game and the scenery IÅLve seen so far its amazing.

I recommend this game to everyone who likes a relaxed simulator experience (until you have to park the trailer hahaha)"
2,2,1,2,"Open world, open road and plenty of trucks and customization to choose from. You'll spend hours playing before you know it."
2,2,1,2,game simulator dari SCS Software
2,2,1,2,very good game and relaxing
2,2,1,2,A trucking good game
2,2,1,2,"the game is very good if you like to cruise around the world alone or with your friends, this game also has mod support so if you get bored you can download a mod and go on"
2,2,1,2,"A good game to pass the time. Very casual gameplay. Great graphics, and a wonderful overall game.

9/10"
2,2,2,0,gud game
2,2,2,0,"1
"
2,2,2,0,truck
2,2,2,1,"i like 
"
2,2,2,1,Relaxing
2,2,2,1,i like all
2,2,2,2,"I couldn't believe that I'd ever like this game. I thought  this would just  be a boring simulator, where everything happens in slow motion because it's trucks. But boy is this addictive and strangely calming. I use it to wind down after a day of work.

I highly recommend this game."
2,2,2,2,Good game.
2,2,2,2,Fantastic
2,2,2,2,"Fantastic game, now finally on steam !!!"
2,2,2,2,"Don't let the name fool you.

Get yourself a nice warm blanket, a hot drink, turn on the in game radio and just cruise.

So satisfying."
2,2,2,2,Very chill game! Recommend!
2,2,2,2,"Very Good game Guys, Muq Yozgatlilara Selam Catismaya devam"
2,2,2,2,so gud game
2,2,2,2,perfect
2,2,2,2,"You know, I have put almost 750 hours into this game and I never once thought to review it. I did want to say I completely love this game, it is very well put together and well maintained for a game released in 2012. The ability to use mods and buy DLC for this game has kept it fresh and the fact that it is constantly updated, including parts of the original game (not just new, DLC areas) which makes it worth every cent I paid for it. 10/10 would buy again"
2,2,2,2,"This game is AWESOME its so fun. I dont know how driving a truck is so fun, but it is. Its even more fun with a wheel. 10/10 highly recommend."
2,2,2,2,"So slow to get started but if you like grinding, this might be one for you. Bank loans are the key! Theres a good life lesson..."
2,2,2,2,Great game if you love trucking! I know im going to spend countless hours playing it!
2,2,2,2,"its a chill and fun game, i can highly recommend it"
2,2,2,2,Depression? Euro Truck Simulator 2 + Your Favorite Spotify Playlist = Happiness <3
2,2,2,2,really good game
2,2,2,2,Where have you been that you have doubts about buying this game?
2,2,2,2,"Well
It's a fine game"
2,2,2,2,got ramed by a truck best game ever
2,2,2,2,IM ONE HELLOFA TRUCKER
2,2,2,2,Splendid..
2,2,2,2,This game proved...that I can't drive.
2,2,2,2,Very shit game yes
2,2,2,2,Top game!
2,2,2,2,good stuff
2,2,2,2, Go ahead! 5/5
2,2,2,2,Very good game
2,2,2,2,"Its awesome. The mod world behind it makes it even better. 
Beware, you may start wanting to be a trucker irl
"
2,2,2,2,"Get this, Drive this, Love this.
11/10"
2,2,2,2,Relaxing and beautiful graphics. Drive around Europe and build a truckin' empire!
2,2,2,2,"CEL MAI FAIN JOC VA JURRR
"
2,2,2,2,"Drink a few beers, then hit the road and hope to God you don't run over to many things.  Also, European house music...yeah...that...and trucks."
2,2,2,2,I liked this game. Its good
2,2,2,2,"muy bien

"
2,2,2,2,YEs truck goes ZOOum Zooum at 250 :>
2,2,2,2,nice game
2,2,2,2,Nice
2,2,2,2,"fun to play, and troll in mp"
2,2,2,2,game nya seru abis ;v
2,2,2,2,"great game,"
2,2,2,2,"noice
"
2,2,2,2,Nice game!
2,2,2,2,asdd
2,2,2,2,"What else is better than driving a truck mindlessly while listening to that euphoric Polish polka music.
****************************************************************************************************************


10/10 would polka again


( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)
( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)
( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)( ?? ?? ??)"
2,2,2,2,"Great game, developing year-by-year."
2,2,2,2,Very addicting game.
2,2,2,2,This game has changed my life
2,2,2,2,good and well made innit
2,2,2,2,Amazing game I loved.
2,2,2,2,Great game to just sit back and relax...
2,2,2,2,Very fun and addictive. Only downside is you'll soon be swimming in lots of ingame money.
2,2,2,2,"Definitely a fun game! The graphics are great and marvelously realistic, and it is more fun than you might think to drive a truck - even in a game! :)"
2,2,2,2,Very good game :))
2,2,2,2,very nice and relaxing time killer. =)
2,2,2,2,"not bad
"
2,2,2,2,cool game with a mod
2,2,2,2,"Brilliant game, spent over 100hrs and still not bored of it, we use multiple accounts as we can drive different trucks as different companyÅfs starting in various parts of Europe.

Check out the Steam Workshop for some great mods to make your gaming even more enjoyable."
2,2,2,2,Best :P
2,2,2,2,"yes afar
"
2,2,2,2,"epic But hard
"
2,2,2,2,i like how realistic it is
2,2,2,2,AMAZING loads of mods and it's very realistic if you are thinking ''will i get it'' GET IT you wont regret
2,2,2,2,Cel mai smecher joc ever and never
2,2,2,2,"If you find yourself thinking ""Would i enjoy a truck simulator?"", the answer is YES YOU BLOODY WOULD. this game is FAR more fun than a truck simulator ever should be. just play it. seriously."
2,2,2,2,One of the best Simulated games! worth buying all map dlcs and playing multiplayer!
2,2,2,2,"This is possibly the most enjoyable and addictive game I've played centred around such a logically dull activity. This does though make this a wonderful game for relaxing while playing, and it probably has the single best controller support of any game I've played. If you want to use two flight sticks, a steering wheel and a gamepad all at the same time, somehow, you can!!"
2,2,2,2,good game
2,2,2,2,"It s a nice game and very relaxing if u play with a pro whell!
"
2,2,2,2,Loved all the internationals speaking over me in the middle of Luxembourg.
2,2,2,2,(y)
2,2,2,2,"Great game.
Good for when you just want to relax"
2,2,2,2,Good Game
2,2,2,2,Buy this game. Get the MPtruckers mod and then have hours and hours of fun!
2,2,2,2,"Really fun when it is modded, 10/10 recommend.
"
2,2,2,2,Its a well done game gg to the developers
2,2,2,2,"A surprisingly relaxing game.

Linux/SteamOS port is good too.  No issues for me with nvidia graphics."
2,2,2,2,Good game
2,2,2,2,perfect game i ever seen
2,2,2,2,"Become a TimeLord! Start up the game and 2 hours later you're 4 weeks into the future!

Surprisingly relaxing. Great to play while listening to audiobooks."
2,2,2,2,best game truck ever
2,2,2,2,Good Game;)) Buy All:)
2,2,2,2,very good
2,2,2,2,Great game recommend to everyone
2,2,2,2,The best game ever :)
2,2,2,2,"very fun
"
2,2,2,2,yesyesyes
2,2,2,2,"This game is just amazing it's like your driving your own truck in real life. The graphics are extremely good (if your computer can run them). Also a big shoutout to the developers of this game they just keep adding new stuff. If you like simulators and driving a truck you should absolutly buy this it's worth all of his money.

11/10"
2,2,2,2,"I was working night-shift and thought that i needed a game that i can pause and continue.

and so far this game does job, its honestly quite addictive. For gamer that usually plays FPS this was really a pleasant surprise. its runs on my low specs (ryzen 7 integrated graphics)

the game it self is great casual experience, drive a little around in europe, go to the UK and drop off.

I can only recommend this game."
2,2,2,2,In my opinion the best simulation game. It is both enjoyable and relaxing and it has a multiplayer mod.
2,2,2,2,"Played it for a long time
Quenqured every city
Felt the speed in my veins
Was my best buy"
2,2,2,2,"Played for years, still playing"
2,2,2,2,"Well Worth Money

This game was awesome! I loved driving around the world and growing my own empire, its a must-buy game! 8/10"
2,2,2,2,Very good game :)
2,2,2,2,Great to play while catching up on audio books or podcasts.
2,2,2,2,"I was wonder what fun it is just to drive truck in the game, and now I like to quit my current job and apply to be truck driver."
2,2,2,2,good
2,2,2,2,It's just so strangely addicting.
2,2,2,2,This is the best game ever I love it
2,2,2,2,AWESOME ALL THAT NEEDS TO BE SAID
2,2,2,2,NICE
2,2,2,2,This is very good and realistic game <3 i Love IT !
2,2,2,2,i have no words for da game
2,2,2,2,good game...
2,2,2,2,Nice game ! :)
2,2,2,2,"I Had this game for a few months now and It's awesome, Great graphics, smooth gameplay and nicely built.
I give a 10 out of 10, amazing job.."
2,2,2,2,good game
2,2,2,2,"Extremely nice graphics and the map is real big. It gotta takes hours and hours to go everywhere in the game. And there are tonnes of details. Trust me, buy it. You won't regret for it."
2,2,2,2,Nice game
2,2,2,2,very nice
2,2,2,2,nice
2,2,2,2,Surprisingly addictive.
2,2,2,2,this game is amazing.
2,2,2,2,Good game and nice roads to enjoy!
2,2,2,2,Very fun game
2,2,2,2,"Delivered my wigs all across Europe. 69 wigs out of 10, would drive again."
2,2,2,2,amazing
2,2,2,2,eh its good but dont make company if u dont know waht u doing
2,2,2,2,"A game you think will be absolutely boring and stupid, you play for a few minutes and you...just...cant...stop. Highly recommend downloading the Multiplayer mod"
2,2,2,2,"While I cannot offer a review of this game, I can offer my favorite recipe for beef wellington. Enjoy!

For the Duxelles:
To make the Duxelles: Add mushrooms, shallots, garlic, and thyme to a food processor and pulse until finely chopped. Add butter and olive oil to a large saute pan and set over medium heat. Add the shallot and mushroom mixture and saute for 8 to 10 minutes until most of the liquid has evaporated. Season with salt and pepper and set aside to cool.
For the Beef:
To prepare the beef: Tie the tenderloin in 4 places so it holds its cylindrical shape while cooking. Drizzle with olive oil, then season with salt and pepper and sear all over, including the ends, in a hot, heavy-based skillet lightly coated with olive oil - about 2 to 3 minutes. Meanwhile set out your prosciutto on a sheet of plastic wrap (plastic needs to be about a foot and a half in length so you can wrap and tie the roast up in it) on top of your cutting board. Shingle the prosciutto so it forms a rectangle that is big enough to encompass the entire filet of beef. Using a rubber spatula cover evenly with a thin layer of duxelles. Season the surface of the duxelles with salt and pepper and sprinkle with fresh thyme leaves. When the beef is seared, remove from heat, cut off twine and smear lightly all over with Dijon mustard. Allow to cool slightly, then roll up in the duxelles covered prosciutto using the plastic wrap to tie it up nice and tight. Tuck in the ends of the prosciutto as you roll to completely encompass the beef. Roll it up tightly in plastic wrap and twist the ends to seal it completely and hold it in a nice log shape. Set in the refrigerator for 30 minutes to ensure it maintains its shape.
Preheat oven to 425 degrees F.
On a lightly floured surface, roll the puff pastry out to about a 1/4-inch thickness. Depending on the size of your sheets you may have to overlap 2 sheets and press them together. Remove beef from refrigerator and cut off plastic. Set the beef in the center of the pastry and fold over the longer sides, brushing with egg wash to seal. Trim ends if necessary then brush with egg wash and fold over to completely seal the beef - saving ends to use as a decoration on top if desired. Top with coarse sea salt. Place the beef seam side down on a baking sheet.
Brush the top of the pastry with egg wash then make a couple of slits in the top of the pastry using the tip of a paring knife ? this creates vents that will allow the steam to escape when cooking. Bake for 40 to 45 minutes until pastry is golden brown and beef registers 125 degrees F on an instant-read thermometer. Remove from oven and rest before cutting into thick slices. Garnish with minced chives, and serve with Green Peppercorn Sauce, Roasted Fingerling Potatoes with Fresh Herbs and Garlic, and Warm Wilted Winter Greens.
Green Peppercorn Sauce:
Add olive oil to pan after removing beef. Add shallots, garlic, and thyme; saute for 1 to 2 minutes, then, off heat, add brandy and flambe using a long kitchen match. After flame dies down, return to the heat, add stock and reduce by about half. Strain out solids, then add 2 cups cream and mustard. Reduce by half again, then shut off heat and add green peppercorns.
Roasted Fingerling Potatoes with Fresh Herbs and Garlic:
Preheat oven to 500 degrees F and place a baking sheet inside to heat.
Add potatoes, rosemary, sage, thyme, and garlic to a medium bowl. Drizzle with olive oil, and season with salt and pepper. Remove sheet pan from oven, lightly coat with olive oil, and pour potatoes onto pan. Place potatoes in oven and reduce heat to 425 degrees F. Roast for 20 minutes, or until crispy on outside and tender on inside.
Warm Wilted Winter Greens:
Cook honey and balsamic together over medium-high heat in a large saute pan, about 5 minutes. Toast walnuts in a small skillet; set aside to cool.
Pile greens on a platter. Stir mustard into balsamic-honey dressing, then whisk in about 1 cup extra-virgin olive oil; pour over greens. Season greens with salt and pepper and garnish with walnuts, pomegranate seeds, shavings of Parmesan, and shallot."
2,2,2,2,really good game in online and with oculus and  at least g27 wheel.
2,2,2,2,Nice games :)
2,2,2,2,"A great game to play if you just want to switch off. I've done some stupid things, funny things and acted seriously whilst playing this. 8/10"
2,2,2,2,nice
2,2,2,2,"If you want to relax and you are interested into heavy machinery, then this game is for you. There is nothing like driving truck with a trailer carrying more than 20 tonnes of cargo while enjoying the beautiful scenery."
2,2,2,2,Great game! Much better than the first EuroTruck. A must have for who likes truck simulation games.
2,2,2,2,A great sequel!
2,2,2,2,very cool to play with friends :D
2,2,2,2,Graffics map and all game is the best !!! Recomand you all !!!
2,2,2,2,Beautiful
2,2,2,2,Lost one business but second business seems to be going good now
2,2,2,2,"Best Game Ever, Graphics and trucks are surreal!"
2,2,2,2,"at first: ""who on eath want to play this game !???""

now I'm sitting in my truck, going to Liverpool, repeat that work day after day and I don't even know why"
2,2,2,2,"From the words of Frank the Tank...""Keep on, keep truckin', you know?"""
